FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
1.9926318,1.8477249,1.4765711,1.2613822,0.50466451,1.2186745,-0.26743888,0.39972698,-0.83091156,0.24871876,0.52158174,-0.018864381,-2.1735411,-1.2759096,-1.0084121,-1.0312551,-1.3840496,-2.0544566,-2.1867465,-0.41326515,-0.57456738,-1.6707058,-1.0321354,0.42701718,-0.33770942,0.48125482,0.29258348,2.0069698,1.5068886,1.9173358,0.85669543,-0.70045533
-0.92786908,0.80851958,2.663383,0.78028632,0.63515342,0.86258213,0.94180818,1.3214117,1.3724959,3.6792592,5.5455021,4.0420283,-0.66908993,2.9605383,0.1860798,-2.3145536,-3.25439,-3.7244553,-4.4958807,-2.7002259,-3.0995922,-2.9699714,-2.6250547,-0.79851503,-2.7870737,-0.3047857,0.62721217,2.8664525,1.3684728,0.98467454,-0.34635884,-0.62804041
0.46559427,2.0872205,4.804893,2.4189994,1.7074903,3.6823104,1.5105731,2.4808398,2.1382907,4.9532965,6.7366854,5.1173613,-1.7010074,2.750583,-0.86396531,-4.7348627,-4.9308991,-6.9735178,-6.6706091,-4.40972,-4.6261495,-4.8468641,-4.01534,-1.6791775,-2.1314556,-0.3814305,1.0483669,5.6207251,1.1466295,0.75758921,-0.24989,-1.2125499
2.8087706,3.1977541,3.1564528,3.6723383,2.8634727,5.2529032,-0.0027732514,2.8413492,1.6046979,4.8749082,6.031417,4.4772882,-3.3236367,1.0148329,-1.8552951,-5.6337776,-5.3568063,-7.7122854,-7.4430688,-3.9475059,-4.6272326,-6.0957997,-4.1978894,-3.2807215,-0.97388618,0.97978509,2.7691174,6.3158149,1.0048725,1.6246558,1.1869004,-1.2266381
4.4576569,3.9278704,1.06953,3.5371308,2.4243962,3.7246841,0.13369399,1.8256329,0.090242325,4.0948354,4.6638746,3.2005137,-4.1583911,-1.126695,-2.5840073,-4.607723,-5.4485614,-6.5279647,-7.3315591,-3.2137005,-4.8828525,-6.5380871,-4.4538495,-0.53370998,-1.3011252,1.3517717,2.0118548,5.8633555,3.8843319,5.3651405,2.6928583,-1.6111387
6.2842598,5.0497697,3.3259021,3.8069266,1.6391303,3.23821,3.8018684,0.79779706,-1.4307171,1.9194562,3.0512025,1.6913884,-4.7756243,-4.0567404,-2.7556376,-3.703663,-4.1445953,-5.8171749,-6.9743716,-2.4456989,-4.9042226,-7.0688349,-4.9708562,2.5596165,-0.28922317,0.32475417,0.056862493,3.3925282,5.3053298,8.2336319,2.1845356,-3.3258044
7.6413658,3.9268562,0.17655075,2.3425069,0.33452323,2.7004406,2.152955,-0.33722979,-2.1931034,0.86580023,3.2476173,0.11547836,-5.6969185,-4.0899611,-0.65010295,-1.6610428,-0.68996399,-4.3184154,-5.7691405,-0.33033299,-3.082765,-5.9822216,-3.3524391,1.0183499,1.9859306,0.03309797,-0.026303727,3.1391593,3.5158662,7.7173192,0.93573785,-3.6696078
5.7864323,2.9921393,0.31902357,2.1720271,0.5910084,4.047655,-1.6799758,-0.48986535,-2.1512551,0.89398774,2.4027616,-1.2130795,-6.6477093,-4.2017547,-2.1685137,-3.8686297,-1.9271275,-4.8283283,-4.198311,0.5043918,0.14529636,-3.8610817,0.040935905,-1.4482651,3.9943057,1.3297134,3.0840445,7.2362938,1.3319887,3.4352932,0.73372822,-2.3571218
3.8545442,2.2779321,0.88005151,1.4061633,0.18738412,3.0904123,0.31311908,-1.5100297,-3.2317572,0.48632187,2.1153055,-2.4166612,-7.4954351,-4.7641406,-3.3458626,-4.7667007,-3.0655402,-5.1072851,-2.8572874,0.31640015,1.8224967,-2.6258523,1.968598,0.95230622,5.3671647,1.3261864,4.8408836,6.8847721,1.7423463,3.124551,0.92960582,-2.6999851
4.143749,1.1588296,-0.29331762,-0.43947687,-1.6145433,0.61423085,2.3089759,-3.548668,-4.8122128,-0.78240441,3.2986236,-1.9429373,-7.1912888,-4.4973957,-1.4350698,-2.1121478,-0.22643519,-2.6286974,-0.9752749,1.8421141,2.483242,-2.6096183,2.1501333,4.293437,4.667559,-0.46151298,3.4180154,3.680939,1.8870489,4.8308703,-0.71994119,-4.4868202
5.708403,1.5248887,-1.2233912,-0.80859118,-2.2198543,0.42284826,0.75216262,-3.9596621,-5.4644536,-1.1192099,3.2693327,-1.1119065,-7.1969653,-5.2431696,-2.3627306,-1.7204305,-0.9058972,-1.6538385,0.30106928,2.1103743,3.1738368,-1.8192526,1.9054573,6.9398769,3.2910779,-1.1591173,1.9126036,4.4554066,2.7533796,5.9651349,-1.2947707,-5.222611
