FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
0.24677504,0.34391313,0.34574355,0.044149525,0.98175449,0.012026131,0.21194489,0.37164159,0.34988642,0.90945887,-0.36953586,-1.1152803,0.14246145,0.25315212,-0.98547769,-0.52066214,1.3075408,-0.79043248,0.56731061,-1.0827435,-0.3687688,0.13368277,-0.037872373,-0.7035019,-1.2164296,0.084431236,1.1320398,-1.0721888,0.7811255,0.33890063,-0.064101685,-0.23094703
-1.3857618,-0.8727657,-0.49289014,-0.7595689,1.3494518,-1.1498284,-0.76394416,-0.58965635,-0.063627303,-0.56527558,-0.65459964,-1.3715034,0.72973635,0.91325663,1.1124349,1.7067012,3.7300347,2.8423769,0.1694593,-0.0012869925,0.075687249,-0.082300673,-0.045038755,-0.9445854,-1.5873179,0.4504715,1.7544121,-2.748969,0.40930948,-1.1060568,0.074589046,-0.1329482
-4.9032246,-3.1626892,-1.718198,-0.77047332,2.5621788,-2.0494436,-1.9426882,-0.031508054,1.0358998,-0.20371953,-2.513806,-0.86242183,2.7384566,2.5391364,2.6951144,3.1306111,4.7236571,6.0459124,1.8244074,-1.1942865,-0.22412148,0.94346787,0.32931704,-2.9358523,-2.5097135,1.8544292,2.661188,-5.0399623,-0.75542279,-3.9884452,0.58793436,1.1342662
-5.1185488,-3.0100406,-2.1432258,-0.33385135,2.5923048,-2.0372113,-2.1770085,0.028286929,0.68190241,0.05834549,-1.9757205,-0.8863502,3.2538108,2.514639,2.6029715,2.6155243,4.1277513,5.5233142,2.75045,-1.4399379,-0.84984918,1.1452882,0.1988872,-3.9081738,-2.5874031,2.5267516,2.6507841,-4.6716143,-0.66359136,-3.8034125,0.59685823,1.7380734
-4.5217733,-2.1298974,-2.3933931,-0.78634044,2.4585334,-1.6578564,-0.59013835,0.36206122,0.67837449,1.0989162,0.99476132,-0.2446281,2.8682041,2.0388846,0.55284538,1.7927863,3.3394953,3.2103031,2.4322355,-2.203305,-0.2497376,1.1695747,0.011828137,-2.2744824,-2.7154509,1.9924068,0.81363628,-5.0722159,-0.38348781,-3.0130448,0.4724112,1.9484922
-5.0257966,-2.0188068,-1.9053679,-0.95502072,3.1456524,-1.3610262,-0.15208417,0.88591843,2.0862899,1.374804,0.84553009,0.64210776,3.161933,2.6362533,0.7218338,2.0956926,2.4730064,1.0343799,2.3271225,-4.3383901,0.74427627,2.0689615,0.51954025,-0.61875366,-2.6893708,1.6283565,-0.72208719,-6.1331789,-1.1982374,-3.9156445,0.49361623,2.14848
-5.4226826,-2.0639891,-2.2476347,-0.97053638,2.5163085,-1.6133222,-0.49932406,1.0104368,2.6542321,1.739984,0.88797667,1.1200506,3.2635663,3.3343444,2.5821998,2.2477595,2.3608727,0.42779539,2.5028065,-5.136863,0.43868157,2.1927834,0.86712457,-1.402703,-2.7371706,2.0840631,0.2249525,-6.6951809,-1.4582205,-4.3083364,0.012156126,2.0878556
-5.2048396,-1.6769293,-3.2635319,-1.1542738,1.7165522,-2.2979798,-1.4656591,0.35608809,2.40223,1.2946741,2.6747052,1.8739379,2.5290164,5.0211124,5.6429561,4.7174048,3.8260574,1.4444264,2.1136431,-3.3966402,-1.3845938,1.3072896,-0.29709728,-3.9311482,-3.2680944,0.63055206,0.79195416,-5.469683,-1.6208667,-4.0130965,-1.0169952,1.1188155
-5.2202453,-1.5564628,-3.0831755,-1.4271528,1.1656002,-2.4819116,-1.9156292,-0.024394326,2.3128513,0.79581801,1.0438261,1.3283098,2.0585197,5.1205481,4.8386001,5.5421291,5.9351206,3.5712233,2.3146825,-1.9545526,-0.61870878,1.1159453,-0.21775973,-2.980844,-3.4393299,-0.53072943,0.51977377,-5.4217612,-1.6789903,-4.0780649,-1.1976981,0.16444427
-4.1484889,-1.3542549,-1.3687454,-1.3882633,0.37070028,-1.6081189,-1.1894268,-0.8516228,1.1268605,-0.45133253,-0.14999588,-0.46227002,2.1035161,3.7201298,3.4408236,4.2510156,6.9841479,3.4773509,1.3276418,-0.58823222,0.44526119,0.38481982,-0.14730768,-0.98061362,-2.8826936,-0.55879134,0.24549913,-4.4629012,-0.7543788,-2.7976271,-1.3720874,-0.3606302
-4.8526841,-2.179906,-1.4156767,-2.2010042,-0.35266578,-1.9870328,-0.77245338,-1.473707,0.49983702,-0.39423773,2.9528596,0.38302365,3.0596129,5.3157676,5.0988215,5.9806564,7.6842603,3.1963045,1.4870065,-0.37455087,0.38954955,0.57680708,-0.78497163,-1.3472775,-3.5128846,-1.0108103,-1.2671399,-5.5961814,-1.2490514,-2.6975608,-2.6428849,-0.51184039
-5.936509,-3.3907127,-1.5173849,-2.8628772,-0.70284359,-2.2741875,0.030868199,-1.0942702,1.014904,1.0646573,5.2401709,2.2580123,3.7134856,7.4686376,6.6511953,6.7033847,7.262425,3.6409696,2.7879065,-2.2452298,0.47046876,0.80465152,-1.2005886,-1.6108507,-4.4638482,-1.7513713,-2.3166844,-7.5212343,-2.3514784,-3.5700777,-3.1832471,-1.1183552
-4.410029,-3.3969723,-1.4564456,-2.6692429,-0.91998569,-2.4121034,-0.81280073,-0.98814191,1.0829882,0.66787479,2.4734773,1.2954481,3.3430188,5.6214666,3.4586835,5.3073467,7.8024698,4.9712382,4.2886897,-1.4003976,1.4709806,1.3174656,-0.29787195,-0.5043009,-3.9333312,-1.4427416,-1.6767055,-7.3588745,-2.0874695,-3.6053279,-2.613304,-1.1151161
