FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-1.4044559,-1.1440717,-1.9840811,-0.63611959,0.35714437,-1.0078985,0.56268972,2.4202819,1.0081172,1.6180169,2.5744139,1.2762414,1.5720254,0.92126492,0.23676637,-0.80778253,-2.8324148,-1.291424,0.81439355,-1.1987631,-0.49718146,0.96541751,0.29330906,-1.0308973,-1.0784596,1.9281439,-0.11985878,-1.90463,-0.053999735,-0.72845305,0.37966398,0.79260254
-2.8116324,-1.8370055,-3.7854103,-0.24875794,2.5697992,-0.11262265,1.6867884,6.6161985,3.5791702,4.5947319,2.2065511,2.7480451,3.0826346,3.7381111,1.2437083,0.074724542,-2.4970812,-1.2953133,-0.9468608,-5.5674687,-2.8679543,-0.38773049,-2.7274062,-3.9015701,-2.6660324,2.9770738,0.098691557,-3.2609239,0.17771963,-2.3529529,1.0799792,0.79280351
-2.0155472,-1.8782379,-3.992932,-0.61234874,2.4011917,-0.97499392,-1.9133776,6.7367629,5.2080112,2.4666051,2.2752348,4.3420122,5.6138601,6.6618985,2.6451232,1.4764726,-1.6266747,0.4965541,-1.1229614,-7.2116703,-4.1567739,-0.57987396,-4.6121598,-5.6150974,-3.5009418,2.7975666,-0.19234015,-3.8265893,-0.0019518087,-1.7118888,1.0272723,1.3978077
-0.52122532,-1.0867288,-3.9673265,0.10893044,2.6972845,-0.45509326,-0.36687313,9.0074969,5.6478141,4.3303262,2.7327765,5.064572,5.6370164,6.8400704,2.2795252,0.60876827,-3.9797921,-1.8113177,-2.7541576,-9.0185764,-5.5252103,-0.86498858,-6.0125346,-6.4890827,-4.3181033,2.0009699,-0.4378361,-3.6696228,0.35106799,-0.48338503,1.5162404,2.9390069
-0.26293418,-0.11625723,-4.173875,2.1961974,5.2416347,0.84282786,2.8207598,11.390177,5.6642744,6.8966419,5.7539873,4.8352823,3.8824801,5.428679,2.1479192,-0.32548515,-7.674693,-6.9141632,-4.7376245,-11.318403,-7.4294819,-1.6942493,-6.6475623,-7.5229835,-5.1833217,2.8175328,-0.58114518,-4.0835206,1.1536631,-0.15933425,3.6031878,4.1497977
-0.53953638,0.26133504,-1.9803466,3.0329611,5.1063126,0.8098867,-0.22288543,8.2792159,3.6654029,1.8285396,5.1853555,2.3126551,2.8883844,3.3043653,2.5164102,0.61719765,-7.9511937,-7.9481363,-3.8640862,-10.534416,-5.7627738,-1.3504345,-5.2336796,-4.6170825,-2.5510376,3.4918525,0.6591019,-1.2843453,2.1550207,0.33049689,4.1629867,3.2324805
-0.84512744,-0.38823378,-0.9388157,1.2221695,1.5203996,0.67262531,2.1381697,5.7715309,1.3407882,2.106363,4.7798259,1.3561104,2.323627,1.3832372,0.27326778,-0.13982663,-7.8382613,-6.8345544,-2.6575326,-8.5094126,-3.1937859,-1.0146324,-4.1120205,-1.1003803,-0.21439357,2.5136844,2.0247746,1.8216356,2.7929632,0.38367117,2.0442296,1.3179073
1.3809205,-0.87501763,-0.37506343,-1.6435861,-3.0807912,-0.82819648,1.5389636,2.6570627,0.057354005,0.40441824,4.6799917,0.41402619,3.0131806,1.041643,-0.37343281,0.6716738,-4.9368101,-3.5911307,-0.64099113,-5.9484383,-1.6154831,-0.19995136,-3.2763908,0.17974591,0.35572014,0.97092031,1.86304,2.7020495,3.098509,2.9891251,-0.62106757,-0.0119891
3.0579546,-0.83046403,-1.8384602,-2.592137,-3.5812232,-2.5604875,0.23998173,1.1990897,0.36913241,-0.37936522,6.0055581,-0.17778922,3.596523,1.6668364,1.7003383,3.8364738,-1.8114298,-1.1641022,0.075594372,-5.0114935,-2.5615241,0.34413396,-3.0157048,-2.2447705,-1.8689933,1.4967227,0.49462883,-0.56912906,2.3758932,4.4540349,-0.60409379,-0.10172383
2.4411281,0.23564236,-0.73433608,-0.33298458,-0.53068108,-0.76579545,2.162112,2.5262298,0.25322609,0.29191442,4.6189328,-2.1955217,1.6814918,-1.2119375,-1.3889498,1.2424517,-4.3208241,-4.0916247,-2.7704823,-5.8311326,-3.3468652,-1.1035059,-3.4294125,-1.3602198,-0.61006371,3.8321034,2.7333594,1.3079817,3.8642662,3.7462892,2.0635701,1.0236414
