FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
-3.9415307,-0.39334265,-2.9739959,0.97596212,0.039057544,-0.23567605,-0.10845477,3.9732505,2.8861527,1.6661386,-3.1854508,1.1235318,4.4071513,-1.7725066,-4.334482,-1.8774775,-1.1382233,1.1852111,1.7189796,0.2187466,0.53212629,2.8319435,-0.50710962,-1.9669438,-0.27728925,-0.059185947,-0.20622519,-0.21048324,-0.27158904,-1.4197437,0.76656275,2.5549015
-11.238096,-1.3921106,-6.8132699,1.8679973,-3.3572395,-2.6813771,-4.1733422,3.2599366,2.7907405,-3.5580738,-6.6152736,-2.0731162,2.8572946,-2.8149019,-5.6590153,-0.18793305,4.6704434,6.1697934,5.4319776,8.7782269,1.1067204,5.5005252,3.015117,-2.1208198,0.36697986,1.7202181,1.8694456,-0.25119553,0.95355455,-3.8597987,1.8321509,4.6044367
-13.032571,-6.8949061,-16.22024,-4.8818206,-7.4536876,-8.972364,-6.8626248,-0.96942829,0.21753048,-3.807962,-5.4068813,-2.5954573,5.0894843,2.0333539,2.445714,9.3487127,14.394878,14.608828,11.603157,15.905564,6.8501086,7.6280018,2.5845005,0.036865309,-0.3018215,-1.0570655,-1.9272118,-2.887805,-3.6077078,-5.9332754,-2.8732098,2.9393332
-8.2620135,-3.8978435,-13.745363,-1.6689905,-2.0353961,-6.6504253,-5.1413413,0.94169066,-0.27155035,-0.19162354,-2.131517,-0.38417776,7.3223562,3.2806164,3.8511822,3.2184175,0.52217435,6.3924104,8.263016,7.4101169,4.162361,8.4455969,0.39784471,-3.2553276,-0.78069433,0.18445176,-2.2967699,-0.62516009,-2.6696643,-2.4450776,-2.6649697,4.7256705
-9.4455747,-4.8304065,-16.369754,-2.4277576,-3.5408698,-7.9062268,-5.0349157,3.0098721,1.4329691,-2.1306719,-5.4281286,-1.8395749,7.1127648,-0.27234073,0.17272258,1.806683,-0.45425267,5.8402992,8.6547553,9.5254231,6.7330216,9.1956248,5.7164584,2.2100282,2.2625983,1.5189633,-1.1121555,-2.0787518,-2.5703041,-4.8479513,-1.045404,6.1428699
-8.3147351,-4.363376,-12.896803,-2.2909483,-3.8746019,-6.1112911,-4.1079049,2.3945119,0.17427255,-2.1645383,-2.8503836,-1.4294218,6.5388793,2.0997966,2.1993813,3.7021465,3.7727512,8.2663351,8.3510995,8.5674529,3.1938164,6.9535573,0.89243698,-2.5848343,-0.42174775,0.054625868,-1.5694121,-0.27849214,-1.9952376,-3.7527487,-2.2735763,4.1189896
-8.6875317,-6.3867548,-16.390264,-4.8517662,-4.120808,-9.0746739,-6.8570698,1.1735131,0.16713823,-4.9242519,-6.2628845,-3.4290846,8.2019,2.4384408,1.3672742,4.8042452,5.948753,12.047447,12.126564,12.17625,7.0293441,8.8508476,2.3751111,-0.38510483,0.66973662,1.127754,-1.5451295,-1.1488265,-2.7730764,-5.362821,-2.571194,4.2669258
-7.7444394,-4.3056927,-13.771156,-2.6937195,-2.2532372,-7.8484184,-7.2852329,0.83331624,-1.1215898,-5.5706402,-7.9214358,-5.117614,8.434334,0.00082533058,-2.9241544,0.12991275,1.8409751,9.7957206,11.476934,11.443881,7.0273327,8.8026867,2.9552716,-0.23420072,1.6871945,2.6921133,0.33663537,0.79554509,-0.56245802,-2.5155314,-1.2774827,4.8943301
-10.441009,-6.807422,-15.893958,-6.3653547,-7.5464752,-10.25308,-7.6940582,-1.8757041,-1.4056357,-8.1457082,-9.5603656,-7.8354882,7.7437025,-1.4064816,-1.3172847,6.3277436,10.296103,14.524045,13.198993,15.459485,8.6084002,8.387399,6.0785317,3.5669441,3.1676785,1.704297,0.93299648,-0.42022755,-1.308681,-3.6210902,-1.9446093,3.846318
-12.209488,-4.3837452,-11.854889,-3.0760958,-4.9826055,-7.8168125,-8.1973861,-0.8307238,0.19313761,-7.9349437,-11.28309,-7.9735659,7.5790733,-2.3116151,-3.1427579,4.8508006,8.5353232,12.771474,11.079269,12.69038,3.2359107,8.103135,4.4605779,-1.9569977,1.2922727,3.3963779,3.0421013,0.51506441,1.4288346,-1.1717984,0.040185464,5.9125895
-13.712723,-4.3007672,-13.860331,-2.4458678,-3.4796831,-8.2448209,-8.9158504,0.63219543,1.5807885,-6.8313891,-15.475474,-8.6599301,8.7719234,-5.1691243,-7.1066145,4.2054892,9.0344572,13.586192,12.1459,14.47486,5.0578666,9.0610921,4.7161776,-1.2935377,1.579729,3.4895498,2.960626,-0.29470924,1.3253507,-1.2605868,1.1757332,7.2534781
-10.48536,-2.5473667,-13.235129,-0.54735751,-0.34092258,-6.1277484,-6.2469969,3.5733879,3.5369401,-3.3506461,-15.885013,-7.9862651,9.2253562,-7.6325947,-10.665112,0.22138267,3.6048669,9.5536849,9.8779131,8.0617259,5.4704749,8.6317041,4.1829782,-0.79172877,2.2912011,4.2589454,3.3410241,-0.065415125,0.9057268,-1.720532,2.8510776,8.0398042
-7.1587917,0.24624298,-9.3147421,3.2133884,1.9099433,-2.8310052,-3.5024224,6.2899999,5.6473049,-0.86154978,-14.838382,-5.8813186,8.8467543,-8.8943136,-11.432413,-2.9058508,-3.1451373,4.2607759,6.5306333,1.4169691,2.2811625,7.5635621,5.328319,-0.99894346,2.376423,4.5701526,2.5915294,-0.0071382674,0.16474466,-4.1240093,3.8673199,8.7908031
-8.6234255,-0.38005312,-9.2325861,3.0209172,0.734305,-3.1565446,-5.328339,6.9684528,6.5705008,-3.2767675,-19.929488,-6.9605984,8.0878862,-11.520277,-18.056167,-3.6544402,3.4857677,9.0162406,9.4926084,7.809308,5.1348943,7.8211364,6.7005628,1.1180001,2.7986868,3.76773,1.7033371,-0.76264273,-0.33231542,-6.860607,4.4576634,9.3862638
-11.203675,-1.9106729,-10.349835,1.8777669,0.62715681,-3.5110077,-5.7735174,8.5073189,6.9144044,-2.6544138,-20.125669,-5.5317017,7.9349308,-10.547974,-18.45129,-2.4106879,7.5955578,11.961611,10.80129,11.67931,4.2488237,7.5083349,4.1878447,-1.8382645,0.8621461,3.1917392,1.4070687,-1.4728306,0.35732904,-6.5953707,3.9604493,8.753835
