FP1,AF3,F7,F3,FC1,FC5,T7,C3,CP1,CP5,P7,P3,PZ,PO3,O1,OZ,O2,PO4,P4,P8,CP6,CP2,C4,T8,FC6,FC2,F4,F8,AF4,FP2,FZ,CZ
2.4855249,1.6444959,-2.1029922,0.15309898,1.9869559,-0.66659378,-3.2520472,-0.29214013,0.033406243,-0.37188286,-3.2089207,-1.4513004,-0.72515375,-1.5762359,-2.0764302,-0.71453334,1.0722446,-1.5154718,1.7090131,-3.2455955,3.3890264,0.72891949,-0.012298694,-0.21146607,0.69989797,2.7573313,1.4128336,-0.57407515,1.0934424,-1.6213136,2.7905604,1.661699
11.367276,4.1944401,-3.0837021,-4.2655455,0.19880458,-1.5031953,-6.0236058,-3.8986274,-0.98534715,-2.6532823,-4.7752991,-3.5709592,-3.8482855,-4.0240915,-2.9753842,0.44806127,6.8297165,-3.7222688,4.2859579,-3.6526079,9.7134698,2.321534,-0.34720219,3.477744,3.6614509,3.547047,-0.21374691,2.0871565,0.92373697,-5.9365811,1.6428621,0.78046956
19.650564,6.0468125,2.6036283,-5.2537285,1.190296,3.0109625,0.25669243,-3.0498813,-2.351013,4.0369066,3.1532387,-1.5691427,-7.4411638,-7.44858,-5.8215397,-7.7414315,-3.3547648,-12.662467,-0.34068048,-10.021989,-8.173238,0.57293015,3.607933,0.744999,6.0382268,8.1148719,2.975975,5.2697446,4.0685573,-3.4892771,5.7631367,1.6134019
17.73668,2.0031261,3.6054018,-9.8634012,-0.99347728,1.298167,-9.2825862,-5.3638035,-2.7591198,0.72464033,-3.6866229,-4.6924109,-5.454873,-8.441114,-9.3180637,-4.9781818,9.7916094,-1.675027,5.7375537,-2.3015917,-2.925933,3.7424955,10.893076,4.1680998,6.7485486,6.0012965,-0.88909344,1.2995663,1.6157713,-6.7675158,3.1746625,0.85210514
12.010933,-0.32014112,-3.1057735,-11.322133,-1.3044335,-1.7323965,-11.453429,-6.1394632,-0.90236927,-1.6717472,-6.0770606,-3.6515475,-3.3557149,-3.4316637,-0.044238798,9.6125364,25.211826,6.0964248,8.1518888,3.665429,-4.4367506,4.0256322,-0.87905756,2.7282408,-0.23373678,3.8980573,-1.878605,-2.9523673,-0.59715604,-9.6465644,-1.0738049,0.80917567
15.521431,1.7351646,-0.28605484,-9.3657845,-0.63182921,-0.31964294,-8.333901,-4.3890777,-1.1538039,0.16321415,-2.6907142,-3.9661007,-4.1063797,-6.0357749,-6.7874185,-2.472565,10.352785,-1.4514096,5.9040653,-3.4154084,2.0253546,3.0875125,6.1395818,3.1546571,4.5686974,5.6963404,-0.98298089,-0.18678591,1.3817083,-7.2452415,2.852029,1.2383182
12.092966,0.34911606,-0.14424216,-9.6193915,-0.13194098,-0.0069276216,-9.2861002,-3.2377184,-0.87554374,-0.037925088,-4.9212167,-3.3351058,-2.9807299,-3.4359644,-0.7157328,7.1012487,20.147252,1.6747292,5.1071309,-3.4050158,-4.3966285,2.0260538,2.2038137,1.5704426,0.079490694,4.3514027,-1.0185694,-3.3227665,0.68549203,-8.5399311,0.92206505,1.1002338
14.02291,2.9425563,-4.4564575,-8.733841,2.5065497,-1.1756303,-12.23564,-0.76897122,1.4360301,-1.6911331,-8.9681903,-4.0888366,-1.0188426,-3.559601,-3.6759121,3.8840341,15.497705,1.4599191,5.7158662,-6.1565484,-0.26576336,4.102779,2.6765956,1.3042135,0.12117633,5.7074735,-0.97380561,-1.8809763,2.2510299,-10.222315,2.6809475,3.5626706
17.696744,6.7180342,-7.2085831,-6.4200105,5.4478569,0.042618604,-4.5781225,1.5853471,2.6606517,1.6045995,-2.3873297,-0.89327789,-1.8935292,-2.122234,-0.63034404,0.72524317,2.204551,-6.6765718,1.0619023,-12.932296,-9.9814233,2.6941781,-3.3019861,-2.2030587,-1.3581674,8.1176397,2.2033009,2.2824982,5.3171407,-8.5198473,5.603746,5.1407181
16.988467,5.0250273,-2.9213337,-5.9007687,4.8604704,0.6303117,-5.8435551,0.55073296,1.3655925,1.7732133,-2.9961333,-1.6027058,-2.4000052,-3.7524734,-4.5863461,-4.5986322,-2.9049603,-8.0481313,3.3893285,-14.399364,0.73341985,3.4787082,2.2311845,-0.020549939,2.8891019,6.7903403,0.4378721,2.3609705,3.6797935,-7.0189623,5.6852721,4.1241067
13.357497,2.368801,-1.8095823,-6.0522096,4.18619,1.1530233,-7.086042,0.35247272,1.2058133,2.9122145,-4.2700165,-1.2203623,-1.8858472,-4.0121928,-5.3695921,-3.3717325,1.950678,-5.4127353,5.3603895,-10.423578,1.4303525,4.5012854,-0.40276989,-0.2144304,2.2415489,6.0924927,0.087855602,0.36215415,1.9550446,-6.383478,4.2323909,4.1643564
12.271653,2.9478935,-3.2137658,-5.0859451,4.9066149,0.51605492,-7.2871826,-0.048874028,1.7154602,-0.20794575,-4.4015491,-2.7445911,-0.99728317,-5.411791,-9.9970497,-7.7434851,1.0523669,-3.6016789,5.6258289,-6.9084788,-2.5727983,5.9910919,2.5455114,-0.90037078,2.7164842,8.6842764,2.615828,-0.48099056,3.3981825,-5.4397015,6.0294373,6.0267911
9.916232,3.2467533,-3.4712147,-3.8750632,5.8724799,-0.034435081,-9.4606539,-1.3801547,2.2631396,-1.5089817,-6.1487561,-4.0750825,-0.71367954,-6.6528554,-12.702352,-9.6469764,1.1397465,-1.9347577,6.1348322,-5.3935781,-4.0442552,6.6477345,7.2604315,-0.99511985,3.2679364,9.8479702,4.70822,-2.6715273,4.8523705,-5.2121944,7.711067,7.0527218
9.3523401,3.6507177,-3.6081616,-2.360056,6.7181815,0.48806141,-7.4328935,-0.87192315,2.4040789,-0.066455877,-4.8858396,-3.1674271,-1.3149056,-7.0417284,-12.119856,-8.7677025,2.4488674,-5.8056406,4.5071994,-8.3024728,-5.0577171,5.6867694,4.2185509,-2.6837445,2.5673618,11.367518,6.5035788,-3.5671232,4.9053074,-4.2133037,8.4212755,8.0271369
13.690433,5.0086628,-1.3704557,-3.3429871,6.0555563,1.5005721,-8.8346821,-0.23295961,2.7374592,-0.32227328,-5.8935341,-4.1291017,-1.4240882,-8.4629412,-14.980257,-12.319588,-0.84683676,-7.4946406,3.3592061,-9.6724965,0.79402751,5.7738426,4.5483828,-1.3262673,4.5055971,11.410679,5.0826834,-0.75385538,5.3477584,-4.4628547,8.0553607,7.9995892
13.748803,5.7002573,1.3511387,-1.456169,7.3814822,4.0270377,-4.6061726,1.6101165,2.8960698,1.8855861,-3.6463096,-3.110325,-2.4194774,-6.8509219,-9.4497031,-8.8951518,-4.0989469,-9.2974563,-0.71655982,-11.743142,-10.505499,3.0620886,-1.2376078,-4.1419386,1.5600311,11.714986,6.6003532,0.51512389,6.6459426,-2.2873499,7.8864201,7.8772836
14.090127,5.95907,-0.46522448,-0.90285115,8.1822805,2.8555128,-4.6360923,0.82294495,1.9276455,2.8728977,-2.9000149,-2.8586454,-2.9516971,-6.0296058,-7.3579528,-8.4880691,-7.9992283,-8.5064714,-0.085390227,-11.89233,-7.5581668,2.2751312,-2.9174758,-4.0536874,1.366712,10.93827,6.1622252,1.6684534,6.6069382,-1.5735877,8.2665489,7.1817253
11.372427,3.5697283,-2.1076506,-3.2140361,5.6313807,-0.13758076,-8.3222307,-2.0827956,0.22223968,-0.75675615,-5.1251297,-3.4799366,-2.5332008,-4.1847228,-4.2557575,-1.6979141,2.0666522,-3.6258185,3.859846,-8.3818771,4.9835533,2.4481044,-2.8898402,-1.0366698,1.2731214,7.3341817,3.0315542,-1.0794337,3.3623888,-4.0420811,5.1850435,4.6132057
9.7194461,4.1370069,-3.3946972,-2.8533009,3.6787712,-1.1374758,-8.1618647,-2.7718955,-0.63071903,-1.8522593,-5.7374915,-3.4895567,-3.2642764,-4.02117,-4.0869788,-0.35450378,5.8100888,-3.6841133,4.4464942,-6.6031795,10.012143,1.4743909,-2.3192051,0.10302495,1.8822182,6.4525951,3.2976801,-2.0709067,2.9457534,-5.2345934,4.6278755,3.0806923
9.4954572,4.6241587,-5.443012,-3.4419441,1.4800872,-2.2539481,-4.4012601,-3.7222131,-1.5974623,-1.9976174,-2.5257718,-2.5232635,-3.916755,-2.4289214,-0.77385264,1.6174562,5.5191875,-5.0845598,4.2708367,-6.4332002,8.6134986,0.72602626,-2.2359981,0.66586815,2.0648435,5.9545765,3.7157255,-1.8451262,2.7278999,-6.3792475,4.0670836,1.4614386
7.8086747,2.3583093,-4.8995125,-6.1123819,-1.6343012,-3.1165048,-3.9239958,-5.8740489,-2.7403241,-2.7943959,-0.91652784,-1.4357878,-3.4030463,0.63257731,4.0227354,7.7069939,11.993589,-2.7098073,5.4269024,-4.3851152,9.5528593,0.65171791,-3.2145505,2.2455535,1.4132816,2.910304,1.2409348,-2.3968606,0.13899376,-8.1558568,0.7443973,-1.1348148
8.6856988,1.6162934,-1.2496674,-7.1036771,-2.7787294,-1.4262323,-4.2042208,-5.222604,-2.182274,-1.8326831,0.44571529,0.32654784,-2.6422033,1.0774672,1.6594388,3.8461514,8.3107184,-3.1102375,5.0796689,-4.2224486,10.204367,0.6305751,-1.6150812,1.8779822,2.8317502,2.341907,0.0054108103,-1.2978234,-0.40349705,-7.6517442,-0.33523116,-1.6613484
10.423929,2.2818115,0.049945293,-6.8111171,-3.0693891,-0.40930118,-2.6151268,-4.5245266,-2.3007943,-1.5157228,2.3213929,1.1215845,-2.5338178,0.91024645,0.70292,1.4511659,5.163302,-3.0492776,3.8521294,-2.7201091,6.3607554,-0.12823498,-3.1500743,1.102722,2.7033977,2.4192318,-0.32308295,1.6240577,-0.37503895,-5.9752139,-1.2364118,-1.7513658
9.9240255,1.4464278,1.0747236,-7.5255647,-4.2252489,-0.36737858,-2.6412915,-5.6314652,-3.5328526,-1.7665595,2.433384,-0.13295976,-3.713142,0.48781622,0.89400912,2.3535031,8.2758359,-0.10003062,5.3182224,1.0816972,7.2836559,-0.77476119,-3.379802,2.3552632,2.6859103,0.88474997,-1.1293775,1.2842195,-0.78921375,-5.745105,-2.9232449,-3.4054598
10.753129,2.5519157,2.4131297,-6.3415843,-2.7598037,0.56656865,-1.8232702,-5.3532512,-4.4680741,-2.5085523,2.4673311,-1.5413366,-5.634326,-1.3001692,-0.40565019,1.2772413,9.0699507,-0.9551226,3.4508117,1.6507427,7.1101376,-1.8793581,-3.7108284,2.5383245,2.4869049,0.65863539,0.055529211,1.0869886,0.69974773,-4.309725,-2.2642106,-3.5818405
10.186289,2.6481599,2.3982817,-5.3560409,-2.0411095,0.35852035,-0.89921461,-4.6399209,-4.0505902,-3.0650357,2.5393657,-1.8624254,-5.3666272,-1.935584,0.045003658,1.495522,7.7814393,-2.1907903,2.3438621,-0.17306642,7.8788865,-2.0699144,-2.4165045,2.581575,2.2643606,0.4644529,0.15186438,0.47919703,0.87580505,-3.4955787,-1.9334765,-2.9967194
9.5195222,3.1626561,2.7964975,-4.5792729,-1.6614773,0.88473656,-2.0871681,-3.6102735,-3.5637036,-0.97072708,-0.25839812,-3.0559775,-5.0177376,-3.6467713,-1.7202872,-0.17201468,5.835673,-2.5679823,2.3355046,-1.3194636,7.872561,-1.2413751,0.47346273,2.9466638,2.9946594,1.0806579,1.1316888,-0.36410315,2.0962505,-3.9881555,-1.1837966,-2.121864
8.680233,2.9646624,2.1574001,-3.0341888,-0.26692791,1.5533763,0.70960605,-1.9919523,-3.2345653,1.2412576,0.60795695,-3.1241352,-5.2578094,-4.093215,-1.6471177,-0.60794667,5.2475329,-3.8823772,0.59195659,-2.0384419,0.92863579,-0.89718772,-0.30207742,1.8590517,2.0644495,1.6385387,1.7621569,0.175811,2.3518656,-2.3585901,-0.59334654,-1.2046256
12.361808,2.6038888,5.7513735,-4.3253681,-0.79281675,2.4736852,0.24493671,-2.3759465,-3.2326806,-0.87272761,0.7070879,-4.1452353,-4.6913489,-4.9291493,-2.8046117,-2.904677,0.85125701,-5.1479835,0.45264202,-3.7110818,4.4897232,0.38541044,0.10824021,3.3676949,4.0821507,1.6219689,-0.4289703,3.2107488,1.3056545,-1.5590544,-1.2600154,-0.83661477
10.264015,0.50405107,6.272829,-5.9416295,-2.6247874,2.4404609,0.46024932,-2.8332826,-2.9474165,-0.40220346,0.91334965,-2.687557,-3.1069552,-1.9751172,1.8375968,2.7912737,5.0095404,-3.3674701,1.7454122,-3.7537779,-1.1594699,0.84297205,-1.4422282,2.3561198,2.6209183,1.6212243,-1.0392049,1.7787583,-0.55206882,-3.2069911,-3.2286758,-1.1899457
7.6541264,1.0045934,6.2614597,-5.7274492,-2.7050014,2.6660275,-1.157831,-3.1270915,-3.0226406,-1.3097394,-1.0903842,-2.235267,-2.7852586,-0.21468692,2.901029,5.6845988,9.976105,-1.545425,1.8504544,-2.5038882,-3.158258,0.4495195,-1.4555757,1.9773452,1.3881014,0.72935415,0.066094619,0.11708191,0.083734845,-5.0365447,-3.7781946,-1.9563979
7.4668257,1.0348174,5.6194136,-5.7983562,-3.4363553,2.630879,1.5682857,-2.6196066,-3.2668952,-0.56606453,1.6605428,-1.221898,-3.4063355,0.38107875,3.8917748,5.2191551,8.2945345,-2.717785,0.8841564,-1.8471536,-0.005581825,-0.4888346,-3.716432,2.3973985,1.1235652,-0.93718313,-0.4346023,0.53113348,0.072011859,-4.5427131,-4.5986016,-3.1711853
7.0492822,-1.1819231,6.5365319,-8.3895492,-6.3357976,2.5646,1.8297753,-3.2908228,-3.6259682,1.7886645,3.3046604,-0.30388825,-3.7083543,0.94833825,5.4221683,6.3082877,9.1772876,-1.7636878,2.0973659,0.21039014,4.8053194,-0.61794079,-4.6116444,3.286398,1.7814861,-2.1709039,-1.7670115,-1.3699513,-1.0923181,-5.5711631,-6.4915317,-4.8181173
7.7017632,-1.1327338,9.8408637,-9.0495025,-6.1667086,4.7210755,2.0346296,-2.067602,-3.4788247,3.9192022,3.6475402,0.37991907,-4.4575969,1.3841246,5.4470823,5.6157183,8.5449892,-2.6002045,0.051549285,-0.83083963,2.327229,-1.4877103,-3.7164879,2.5332473,1.7243475,-2.7792825,-1.3210335,-2.4889229,0.23560635,-5.961377,-6.9973448,-5.5727375
9.1086903,1.9141529,10.667597,-5.7011554,-2.8851112,6.6896961,4.1781929,0.62699602,-2.1714966,4.8281284,4.1326204,0.53702539,-5.731503,-0.11012446,2.3708898,0.76214226,3.3607,-6.8758225,-4.0439473,-3.897945,-2.2666634,-2.925698,-3.5218886,0.0019442457,1.5094815,-0.84791731,1.5786047,-1.8400769,3.3208776,-3.8078285,-4.9932862,-3.9672994
10.384615,2.8507255,6.5594986,-4.1632421,-1.3919582,4.860502,4.8738181,1.2790158,-1.007281,5.5438201,5.2261546,0.065460267,-5.8527761,-2.5090506,-2.8313013,-7.1215107,-4.7783009,-6.6178747,-3.1309124,-1.8770615,0.22052973,-1.6248289,0.32955169,-0.30206982,3.470222,0.58860555,1.7176096,-0.80620662,4.1052053,-1.6533465,-3.9726483,-2.4349902
8.8184452,1.3750117,5.7352631,-5.1445759,-1.6388899,3.6460657,3.1156865,0.03459235,-0.053564227,3.3030804,4.4569496,0.023318301,-4.6177029,-1.5697473,-2.1137656,-4.8013788,-1.0946606,-4.5524607,-1.9717952,-0.56263917,1.7745871,-0.188012,0.93770283,-0.1097977,3.1189439,0.3534012,0.9306479,-2.7223763,2.8855208,-2.3600262,-5.1096033,-1.8982427
8.0257967,2.0355569,9.9572605,-4.5228648,-1.4997113,6.6986858,4.5379263,1.4769932,1.1364894,3.7723629,4.09354,0.92069039,-3.5039636,-0.45094271,-0.17827998,-3.0779867,-2.3192477,-7.8931028,-3.8133809,-4.8289278,-1.6771838,-0.47271663,-3.0264781,-0.71164072,1.8144773,-0.22902855,1.6496383,-1.504232,3.5319144,-2.8042706,-5.6786036,-1.4587896
5.0003698,1.1986177,8.5891518,-4.0584835,-2.8131213,5.3129045,4.2873916,1.4239095,0.98295026,2.6928358,1.6926551,0.56163329,-1.7931338,0.11890291,2.4630257,0.50591544,-1.2760996,-5.8176115,-1.9899819,-3.8949105,-0.4017947,0.70456971,-1.808899,0.77353528,1.4553995,-1.9364798,0.38030195,-1.5571817,1.8688869,-3.6069013,-7.3286617,-1.7297112
3.3637673,0.61995166,7.0800157,-4.0945014,-3.299073,3.4666238,0.71975857,-0.36819347,0.96665718,0.88566715,-1.5423313,-1.4094598,-0.96083842,-1.6561447,0.093834678,-0.00030788144,0.79817523,-1.9744085,0.1078328,0.13344076,3.8434708,2.4888368,1.9938897,2.9382448,2.4624075,-2.6500093,-0.43586099,-2.094319,1.2976266,-3.7879788,-7.6063543,-1.3804299
4.3381262,1.6280914,7.2223601,-3.1115262,-1.5635452,4.0171449,-1.7142765,-0.06668756,1.3057942,-1.5675507,-4.5665513,-3.5455061,-0.55771009,-4.1872385,-4.8890877,-2.7905034,3.262636,-0.82660606,0.43052511,1.5773557,-1.231618,3.8765472,3.268759,2.632528,2.5496499,-0.063957065,0.82927015,-0.90701258,2.1684073,-3.0939174,-5.3013874,0.8774805
4.3128081,2.917887,4.6163013,-1.4713754,0.19216416,2.7966002,-4.4162874,0.31774296,1.2004619,-5.2361314,-8.9013357,-5.1381328,-0.39052997,-5.6987924,-6.8900172,-2.7159038,5.4467697,1.7797907,3.2365184,3.4259037,-3.360069,4.7703906,4.2494957,1.6690478,2.2280831,2.5258996,2.3252797,-1.5547634,2.3893489,-3.3162562,-4.0387512,2.7278494
4.8157214,4.2994356,0.72185977,-0.29427502,1.4282579,0.83905066,-5.0675526,0.40155403,0.89904813,-5.2248916,-9.6384842,-5.1575447,-1.7110721,-7.2982033,-8.6283059,-4.7835001,4.1083899,1.6873792,4.2874398,4.0098911,-0.82649959,4.4885949,7.8408314,0.92340383,3.1506089,4.0262377,3.9035303,-3.6954815,3.3800791,-3.417498,-2.7496926,3.2816803
5.7972042,6.4506491,1.4821147,2.2261325,3.9180409,2.6313717,-2.5745102,1.9165944,1.4646922,-3.8557031,-7.6112141,-5.0182018,-3.1716413,-9.3541942,-13.079984,-10.619198,0.56942066,-3.5102306,0.41307702,1.4857046,-5.044918,3.5172973,7.9315061,-1.6813291,3.6165771,7.457416,8.105174,-4.4123767,6.4082299,-1.3034333,0.63028981,5.2154291
6.0144043,4.8524422,3.3916562,0.9746491,3.4814754,3.5369447,-3.0431133,2.9938594,1.9578447,-2.5967809,-7.079684,-3.841222,-1.6550944,-8.2930292,-12.902039,-11.332485,-2.1264107,-3.8904655,0.40020383,-0.19488048,-2.2100753,4.2017191,6.3767654,-1.5699247,3.7358624,6.5429421,6.2265397,-3.5522398,5.2949589,-1.2451133,0.29929597,5.250982
